episode_id,object_id,loss_id,interval_kind,start,end,onset,restoration,closure_status,confirmation_passed,method,signed_return,positive_weight_sum,candidate_endpoint_delta,legacy_endpoint_delta,residual_against_reported_reference,candidate_lipschitz_bound,geometry_closure,interval_convention,reward_state_reset,reference_is_not_new_progress_ground_truth
probe_p0.0_k8_unwindTrue,obj,L3,LOSS_LOCAL,20,24,21,23,EXACT_OBSERVED_TASK_RETURN,False,GRAPH_COST_PHI,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L3,LOSS_LOCAL,20,24,21,23,EXACT_OBSERVED_TASK_RETURN,False,GRAPH_COST_DEBT,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L3,LOSS_LOCAL,20,24,21,23,EXACT_OBSERVED_TASK_RETURN,False,GRAPH_COST_ONLY,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L3,LOSS_LOCAL,20,24,21,23,EXACT_OBSERVED_TASK_RETURN,False,OLD_GLOBAL_PHI_DIAGNOSTIC,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L3,LOSS_LOCAL,20,24,21,23,EXACT_OBSERVED_TASK_RETURN,False,PAIRED_EVENT_BALANCED,0.0,1.0,0.0,0.0,0.0,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L3,LOSS_LOCAL,20,24,21,23,EXACT_OBSERVED_TASK_RETURN,False,V6_CAP_COST_ONLY,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L3,LOSS_LOCAL,20,24,21,23,EXACT_OBSERVED_TASK_RETURN,False,V6_CAP_WITHIN_PHI_ABLATION,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L3,LOSS_LOCAL,20,24,21,23,EXACT_OBSERVED_TASK_RETURN,False,V6_CAP_POTENTIAL,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L4,LOSS_LOCAL,26,30,27,29,EXACT_OBSERVED_TASK_RETURN,False,FULL_FROZEN,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L4,LOSS_LOCAL,26,30,27,29,EXACT_OBSERVED_TASK_RETURN,False,GRAPH_COST_PHI,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L4,LOSS_LOCAL,26,30,27,29,EXACT_OBSERVED_TASK_RETURN,False,GRAPH_COST_DEBT,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L4,LOSS_LOCAL,26,30,27,29,EXACT_OBSERVED_TASK_RETURN,False,GRAPH_COST_ONLY,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L4,LOSS_LOCAL,26,30,27,29,EXACT_OBSERVED_TASK_RETURN,False,OLD_GLOBAL_PHI_DIAGNOSTIC,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L4,LOSS_LOCAL,26,30,27,29,EXACT_OBSERVED_TASK_RETURN,False,PAIRED_EVENT_BALANCED,0.0,1.0,0.0,0.0,0.0,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L4,LOSS_LOCAL,26,30,27,29,EXACT_OBSERVED_TASK_RETURN,False,V6_CAP_COST_ONLY,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L4,LOSS_LOCAL,26,30,27,29,EXACT_OBSERVED_TASK_RETURN,False,V6_CAP_WITHIN_PHI_ABLATION,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L4,LOSS_LOCAL,26,30,27,29,EXACT_OBSERVED_TASK_RETURN,False,V6_CAP_POTENTIAL,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L5,LOSS_LOCAL,32,36,33,35,EXACT_OBSERVED_TASK_RETURN,False,FULL_FROZEN,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L5,LOSS_LOCAL,32,36,33,35,EXACT_OBSERVED_TASK_RETURN,False,GRAPH_COST_PHI,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L5,LOSS_LOCAL,32,36,33,35,EXACT_OBSERVED_TASK_RETURN,False,GRAPH_COST_DEBT,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L5,LOSS_LOCAL,32,36,33,35,EXACT_OBSERVED_TASK_RETURN,False,GRAPH_COST_ONLY,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L5,LOSS_LOCAL,32,36,33,35,EXACT_OBSERVED_TASK_RETURN,False,OLD_GLOBAL_PHI_DIAGNOSTIC,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L5,LOSS_LOCAL,32,36,33,35,EXACT_OBSERVED_TASK_RETURN,False,PAIRED_EVENT_BALANCED,0.0,1.0,0.0,0.0,0.0,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L5,LOSS_LOCAL,32,36,33,35,EXACT_OBSERVED_TASK_RETURN,False,V6_CAP_COST_ONLY,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L5,LOSS_LOCAL,32,36,33,35,EXACT_OBSERVED_TASK_RETURN,False,V6_CAP_WITHIN_PHI_ABLATION,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L5,LOSS_LOCAL,32,36,33,35,EXACT_OBSERVED_TASK_RETURN,False,V6_CAP_POTENTIAL,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L6,LOSS_LOCAL,38,42,39,41,EXACT_OBSERVED_TASK_RETURN,False,FULL_FROZEN,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L6,LOSS_LOCAL,38,42,39,41,EXACT_OBSERVED_TASK_RETURN,False,GRAPH_COST_PHI,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L6,LOSS_LOCAL,38,42,39,41,EXACT_OBSERVED_TASK_RETURN,False,GRAPH_COST_DEBT,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L6,LOSS_LOCAL,38,42,39,41,EXACT_OBSERVED_TASK_RETURN,False,GRAPH_COST_ONLY,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L6,LOSS_LOCAL,38,42,39,41,EXACT_OBSERVED_TASK_RETURN,False,OLD_GLOBAL_PHI_DIAGNOSTIC,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L6,LOSS_LOCAL,38,42,39,41,EXACT_OBSERVED_TASK_RETURN,False,PAIRED_EVENT_BALANCED,0.0,1.0,0.0,0.0,0.0,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L6,LOSS_LOCAL,38,42,39,41,EXACT_OBSERVED_TASK_RETURN,False,V6_CAP_COST_ONLY,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L6,LOSS_LOCAL,38,42,39,41,EXACT_OBSERVED_TASK_RETURN,False,V6_CAP_WITHIN_PHI_ABLATION,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L6,LOSS_LOCAL,38,42,39,41,EXACT_OBSERVED_TASK_RETURN,False,V6_CAP_POTENTIAL,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L7,LOSS_LOCAL,44,48,45,47,EXACT_OBSERVED_TASK_RETURN,False,FULL_FROZEN,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L7,LOSS_LOCAL,44,48,45,47,EXACT_OBSERVED_TASK_RETURN,False,GRAPH_COST_PHI,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L7,LOSS_LOCAL,44,48,45,47,EXACT_OBSERVED_TASK_RETURN,False,GRAPH_COST_DEBT,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L7,LOSS_LOCAL,44,48,45,47,EXACT_OBSERVED_TASK_RETURN,False,GRAPH_COST_ONLY,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L7,LOSS_LOCAL,44,48,45,47,EXACT_OBSERVED_TASK_RETURN,False,OLD_GLOBAL_PHI_DIAGNOSTIC,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L7,LOSS_LOCAL,44,48,45,47,EXACT_OBSERVED_TASK_RETURN,False,PAIRED_EVENT_BALANCED,0.0,1.0,0.0,0.0,0.0,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L7,LOSS_LOCAL,44,48,45,47,EXACT_OBSERVED_TASK_RETURN,False,V6_CAP_COST_ONLY,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L7,LOSS_LOCAL,44,48,45,47,EXACT_OBSERVED_TASK_RETURN,False,V6_CAP_WITHIN_PHI_ABLATION,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
probe_p0.0_k8_unwindTrue,obj,L7,LOSS_LOCAL,44,48,45,47,EXACT_OBSERVED_TASK_RETURN,False,V6_CAP_POTENTIAL,5.551115123125783e-17,0.5,0.0,0.0,5.551115123125783e-17,0.0,"{""status"": ""EXACT_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 0.0, ""obj_vel"": 0.0, ""obj_angle"": 0.0, ""obj_angular_vel"": 0.0}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}","states[s,e], transitions[s,e)",False,True
